state,state_code,indicator,nfhs5_urban,nfhs5_rural,nfhs5_total,nfhs4_total
Manipur,MN,94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),31.7,32.7,32.4,26.0
Manipur,MN,95. All women age 15-49 years who are anaemic22 (%),30.5,28.8,29.4,26.4
Manipur,MN,96. All women age 15-19 years who are anaemic22 (%),30.4,26.7,27.9,21.1
Manipur,MN,97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%),5.3,6.5,6.0,9.5
Manipur,MN,98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%),8.5,7.4,7.8,9.2
Manipur,MN,99. Blood sugar level - high (141-160 mg/dl)23 (%),6.9,5.7,6.2,
Manipur,MN,100. Blood sugar level - very high (>160 mg/dl)23 (%),7.4,5.5,6.3,
Manipur,MN,101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),16.0,12.1,13.6,
Manipur,MN,102. Blood sugar level - high (141-160 mg/dl)23 (%),7.3,6.8,7.0,
Manipur,MN,103. Blood sugar level - very high (>160 mg/dl)23 (%),10.6,6.8,8.3,
Manipur,MN,104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),19.2,14.7,16.5,
Manipur,MN,105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.9,12.1,13.6,
Manipur,MN,106. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),5.4,6.1,5.9,
Manipur,MN,107. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),26.0,21.1,23.0,
Manipur,MN,108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),22.7,19.6,20.8,
Manipur,MN,109. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),10.3,8.6,9.3,
Manipur,MN,110. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),37.5,30.4,33.2,
Manipur,MN,111. Ever undergone a screening test for cervical cancer (%),2.5,1.9,2.1,
Manipur,MN,112. Ever undergone a breast examination for breast cancer (%),2.2,1.1,1.6,
Manipur,MN,113. Ever undergone an oral cavity examination for oral cancer (%),2.0,0.3,1.0,
Manipur,MN,114. Ever undergone an oral cavity examination for oral cancer (%),1.1,0.6,0.8,
Manipur,MN,115. Women who have comprehensive knowledge24 of HIV/AIDS (%),54.8,47.5,50.6,40.7
Manipur,MN,116. Men who have comprehensive knowledge24 of HIV/AIDS (%),61.6,51.6,55.9,57.9
Manipur,MN,117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),91.3,85.2,87.8,79.0
Manipur,MN,118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),94.1,94.4,94.3,87.3
Manipur,MN,119. Currently married women who usually participate in three household decisions25 (%),94.4,95.0,94.8,96.2
Manipur,MN,120. Women who worked in the last 12 months and were paid in cash (%),39.5,44.0,42.1,40.9
Manipur,MN,121. Women owning a house and/or land (alone or jointly with others) (%),57.6,58.9,58.4,69.9
Manipur,MN,122. Women having a bank or savings account that they themselves use (%),78.6,70.7,74.0,34.8
Manipur,MN,123. Women having a mobile phone that they themselves use (%),77.8,68.2,72.2,63.1
Manipur,MN,124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%),88.6,79.8,82.9,76.1
Manipur,MN,125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%),35.0,42.8,39.6,53.2
Manipur,MN,126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%),1.6,3.8,2.9,3.4
Manipur,MN,127. Young women age 18-29 years who experienced sexual violence by age 18 (%),1.0,8.4,5.4,14.0
Manipur,MN,128. Women age 15 years and above who use any kind of tobacco (%),37.7,46.6,43.1,
Manipur,MN,129. Men age 15 years and above who use any kind of tobacco (%),51.4,62.4,58.1,
Manipur,MN,130. Women age 15 years and above who consume alcohol (%),1.0,0.8,0.9,
Manipur,MN,131. Men age 15 years and above who consume alcohol (%),34.6,39.2,37.5,
Madhya Pradesh,MP,1. Female population age 6 years and above who ever attended school (%),80.5,62.6,67.5,64.0
Madhya Pradesh,MP,2. Population below age 15 years (%),23.9,27.5,26.5,30.3
Madhya Pradesh,MP,"3. Sex ratio of the total population (females per 1,000 males)",953.0,976.0,970.0,948.0
Madhya Pradesh,MP,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",948.0,959.0,956.0,927.0
Madhya Pradesh,MP,5. Children under age 5 years whose birth was registered with the civil authority (%),95.5,93.7,94.1,81.9
Madhya Pradesh,MP,6. Deaths in the last 3 years registered with the civil authority (%),85.1,70.5,74.3,
Madhya Pradesh,MP,7. Population living in households with electricity (%),99.4,98.0,98.4,90.9
Madhya Pradesh,MP,8. Population living in households with an improved drinking-water source1 (%),97.9,85.7,89.0,85.2
Madhya Pradesh,MP,9. Population living in households that use an improved sanitation facility2 (%),81.2,59.2,65.1,34.8
Madhya Pradesh,MP,10. Households using clean fuel for cooking3 (%),84.3,23.6,40.1,29.6
Madhya Pradesh,MP,11. Households using iodized salt (%),97.5,94.4,95.3,93.2
Madhya Pradesh,MP,12. Households with any usual member covered under a health insurance/financing scheme (%),41.4,36.8,38.1,17.7
Madhya Pradesh,MP,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),15.2,9.0,10.5,
Madhya Pradesh,MP,14. Women who are literate4 (%),81.5,59.2,65.4,
Madhya Pradesh,MP,15. Men who are literate4 (%),88.3,78.7,81.3,
Madhya Pradesh,MP,16. Women with 10 or more years of schooling (%),49.1,21.7,29.3,23.2
Madhya Pradesh,MP,17. Men with 10 or more years of schooling (%),53.1,35.0,39.9,34.3
Madhya Pradesh,MP,18. Women who have ever used the internet (%),46.5,20.1,26.9,
Madhya Pradesh,MP,19. Men who have ever used the internet (%),72.7,49.3,55.7,
Madhya Pradesh,MP,20. Women age 20-24 years married before age 18 years (%),13.0,26.6,23.1,32.4
Madhya Pradesh,MP,21. Men age 25-29 years married before age 21 years (%),15.8,35.1,30.1,31.2
Madhya Pradesh,MP,22. Total fertility rate (children per woman),1.6,2.1,2.0,2.3
Madhya Pradesh,MP,23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.5,5.9,5.1,7.3
Madhya Pradesh,MP,24. Adolescent fertility rate for women age 15-19 years5,19.0,43.0,37.0,53.0
Madhya Pradesh,MP,25. Neonatal mortality rate (NNMR),24.0,30.4,29.0,36.9
Madhya Pradesh,MP,26. Infant mortality rate (IMR),33.9,43.5,41.3,51.2
Madhya Pradesh,MP,27. Under-five mortality rate (U5MR),38.2,52.5,49.2,64.6
Madhya Pradesh,MP,28. Any method6 (%),71.4,71.9,71.7,51.4
Madhya Pradesh,MP,29. Any modern method6 (%),63.8,66.1,65.5,49.6
Madhya Pradesh,MP,30. Female sterilization (%),41.5,55.7,51.9,42.2
Madhya Pradesh,MP,31. Male sterilization (%),0.8,0.7,0.7,0.5
Madhya Pradesh,MP,32. IUD/PPIUD (%),1.4,0.9,1.1,0.5
Madhya Pradesh,MP,33. Pill (%),2.6,1.7,1.9,1.3
Madhya Pradesh,MP,34. Condom (%),15.8,5.3,8.1,4.9
Madhya Pradesh,MP,35. Injectables (%),0.6,0.3,0.4,0.1
Madhya Pradesh,MP,36. Total unmet need7 (%),8.4,7.4,7.7,12.1
Madhya Pradesh,MP,37. Unmet need for spacing7 (%),3.9,3.8,3.9,5.7
Madhya Pradesh,MP,38. Health worker ever talked to female non-users about family planning (%),26.9,28.7,28.2,20.4
Madhya Pradesh,MP,39. Current users ever told about side effects of current method8 (%),77.2,67.9,69.9,39.3
Madhya Pradesh,MP,40. Mothers who had an antenatal check-up in the first trimester (%),78.4,74.4,75.4,53.0
Madhya Pradesh,MP,41. Mothers who had at least 4 antenatal care visits (%),63.3,55.6,57.5,35.7
Madhya Pradesh,MP,42. Mothers whose last birth was protected against neonatal tetanus9 (%),96.4,94.5,95.0,89.8
Madhya Pradesh,MP,43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),58.6,49.1,51.4,23.5
Madhya Pradesh,MP,44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),36.6,30.3,31.8,9.2
Madhya Pradesh,MP,45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.5,97.4,96.7,92.2
Madhya Pradesh,MP,46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),87.6,82.2,83.5,54.9
Madhya Pradesh,MP,47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),1969.0,1523.0,1619.0,1481.0
Madhya Pradesh,MP,48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),11.4,9.2,9.4,2.5
Madhya Pradesh,MP,49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),89.0,82.3,83.9,
Madhya Pradesh,MP,50. Institutional births (%),95.8,89.2,90.7,80.8
Madhya Pradesh,MP,51. Institutional births in public facility (%),71.9,82.6,80.2,69.4
Madhya Pradesh,MP,52. Home births that were conducted by skilled health personnel10 (%),1.2,2.9,2.5,2.3
Madhya Pradesh,MP,53. Births attended by skilled health personnel10 (%),92.5,88.4,89.3,78.0
Madhya Pradesh,MP,54. Births delivered by caesarean section (%),23.3,8.8,12.1,8.6
Madhya Pradesh,MP,55. Births in a private health facility that were delivered by caesarean section (%),51.4,53.2,52.3,40.8
Madhya Pradesh,MP,56. Births in a public health facility that were delivered by caesarean section (%),15.3,6.5,8.2,5.8
Madhya Pradesh,MP,57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),76.5,77.3,77.1,53.6
Madhya Pradesh,MP,58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),83.5,83.2,83.3,76.3
Madhya Pradesh,MP,59. Children age 12-23 months who have received BCG (%),95.3,95.4,95.4,91.6
Madhya Pradesh,MP,60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),81.0,81.5,81.4,63.6
Madhya Pradesh,MP,61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),89.3,86.9,87.4,73.4
Madhya Pradesh,MP,62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.1,87.7,88.0,79.6
Madhya Pradesh,MP,63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),32.7,35.9,35.2,
Madhya Pradesh,MP,64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),73.5,70.1,70.9,
Madhya Pradesh,MP,65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),86.2,84.7,85.0,56.3
Madhya Pradesh,MP,66. Children age 9-59 months who received a vitamin A dose in the last 6 months (%),78.4,77.9,78.1,66.2
Madhya Pradesh,MP,67. Children age 12-23 months who received most of their vaccinations in a public health facility (%),95.1,99.3,98.4,95.7
Madhya Pradesh,MP,68. Children age 12-23 months who received most of their vaccinations in a private health facility (%),4.4,0.3,1.2,3.7
Madhya Pradesh,MP,69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.2,6.2,6.4,9.5
Madhya Pradesh,MP,70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),67.6,64.4,65.2,55.2
Madhya Pradesh,MP,71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),36.9,35.1,35.6,26.6
Madhya Pradesh,MP,72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),68.6,64.6,65.6,68.2
Madhya Pradesh,MP,73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.2,2.5,2.6,2.1
Madhya Pradesh,MP,74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),69.6,62.4,64.3,70.9
Madhya Pradesh,MP,75. Children under age 3 years breastfed within one hour of birth15 (%),36.2,42.8,41.3,34.4
Madhya Pradesh,MP,76. Children under age 6 months exclusively breastfed16 (%),68.8,75.2,74.0,58.2
Madhya Pradesh,MP,77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),42.7,38.5,39.5,38.1
Madhya Pradesh,MP,"78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",11.2,8.9,9.4,6.9
Madhya Pradesh,MP,"79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",7.7,7.6,7.7,4.9
Madhya Pradesh,MP,"80. Total children age 6-23 months receiving an adequate diet16, 17  (%)",10.6,8.7,9.2,6.6
Madhya Pradesh,MP,81. Children under 5 years who are stunted (height-for-age)18 (%),30.1,37.3,35.7,42.0
Madhya Pradesh,MP,82. Children under 5 years who are wasted (weight-for-height)18 (%),19.9,18.7,19.0,25.8
Madhya Pradesh,MP,83. Children under 5 years who are severely wasted (weight-for-height)19 (%),7.0,6.3,6.5,9.2
Madhya Pradesh,MP,84. Children under 5 years who are underweight (weight-for-age)18 (%),28.6,34.2,33.0,42.8
Madhya Pradesh,MP,85. Children under 5 years who are overweight (weight-for-height)20 (%),1.8,2.1,2.0,1.7
Madhya Pradesh,MP,86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),17.1,25.2,23.0,28.4
Madhya Pradesh,MP,87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),17.7,21.8,20.8,28.4
Madhya Pradesh,MP,88. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),26.0,13.0,16.6,13.6
Madhya Pradesh,MP,89. Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),25.7,12.1,15.6,10.9
Madhya Pradesh,MP,90. Women who have high risk waist-to-hip ratio (≥0.85) (%),42.0,39.9,40.5,
Madhya Pradesh,MP,91. Men who have high risk waist-to-hip ratio (≥0.90) (%),39.8,38.8,39.1,
Madhya Pradesh,MP,92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),72.5,72.7,72.7,68.9
Madhya Pradesh,MP,93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),51.7,55.9,54.7,52.4
Madhya Pradesh,MP,94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),45.1,54.9,52.9,54.6
Madhya Pradesh,MP,95. All women age 15-49 years who are anaemic22 (%),51.5,55.8,54.7,52.5
Madhya Pradesh,MP,96. All women age 15-19 years who are anaemic22 (%),57.4,58.3,58.1,53.2
Madhya Pradesh,MP,97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%),21.0,22.9,22.4,25.5
Madhya Pradesh,MP,98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%),31.0,30.3,30.5,36.5
Madhya Pradesh,MP,99. Blood sugar level - high (141-160 mg/dl)23 (%),5.4,5.2,5.3,
Madhya Pradesh,MP,100. Blood sugar level - very high (>160 mg/dl)23 (%),4.9,3.6,3.9,
Madhya Pradesh,MP,101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),11.2,9.4,9.8,
Madhya Pradesh,MP,102. Blood sugar level - high (141-160 mg/dl)23 (%),6.2,6.7,6.6,
Madhya Pradesh,MP,103. Blood sugar level - very high (>160 mg/dl)23 (%),5.9,4.6,4.9,
Madhya Pradesh,MP,104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),13.1,11.9,12.2,
Madhya Pradesh,MP,105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.9,12.9,13.2,
Madhya Pradesh,MP,106. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),5.2,5.2,5.2,
Madhya Pradesh,MP,107. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),22.5,19.9,20.6,
Madhya Pradesh,MP,108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.9,15.3,16.0,
Madhya Pradesh,MP,109. Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),5.9,5.1,5.3,
Madhya Pradesh,MP,110. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),25.9,21.5,22.7,
Madhya Pradesh,MP,111. Ever undergone a screening test for cervical cancer (%),1.1,0.7,0.8,
Madhya Pradesh,MP,112. Ever undergone a breast examination for breast cancer (%),0.8,0.4,0.5,
Madhya Pradesh,MP,113. Ever undergone an oral cavity examination for oral cancer (%),0.9,0.6,0.7,
Madhya Pradesh,MP,114. Ever undergone an oral cavity examination for oral cancer (%),0.9,0.8,0.9,
Madhya Pradesh,MP,115. Women who have comprehensive knowledge24 of HIV/AIDS (%),26.7,16.0,18.7,18.1
Madhya Pradesh,MP,116. Men who have comprehensive knowledge24 of HIV/AIDS (%),29.7,25.0,26.3,29.3
Madhya Pradesh,MP,117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),75.3,61.5,65.1,46.8
Madhya Pradesh,MP,118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),84.2,76.4,78.5,70.1
Madhya Pradesh,MP,119. Currently married women who usually participate in three household decisions25 (%),91.7,84.1,86.0,82.8
Madhya Pradesh,MP,120. Women who worked in the last 12 months and were paid in cash (%),23.2,28.0,26.8,29.9
Madhya Pradesh,MP,121. Women owning a house and/or land (alone or jointly with others) (%),35.8,41.3,39.9,43.5
Madhya Pradesh,MP,122. Women having a bank or savings account that they themselves use (%),78.5,73.3,74.7,37.3
Madhya Pradesh,MP,123. Women having a mobile phone that they themselves use (%),58.8,31.4,38.5,28.7
Madhya Pradesh,MP,124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%),81.9,53.4,60.5,37.6
Madhya Pradesh,MP,125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%),26.4,28.7,28.1,33.0
Madhya Pradesh,MP,126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%),2.8,2.1,2.3,3.3
Madhya Pradesh,MP,127. Young women age 18-29 years who experienced sexual violence by age 18 (%),0.5,1.2,1.0,1.9
Madhya Pradesh,MP,128. Women age 15 years and above who use any kind of tobacco (%),6.5,11.6,10.2,
Madhya Pradesh,MP,129. Men age 15 years and above who use any kind of tobacco (%),35.3,50.8,46.5,
